time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20050416:1648,0,0,0,0,0,25.87,1.66,0
20050416:1748,0,0,0,0,0,24.56,2,0
20050416:1848,0,0,0,0,0,23.89,2.28,0
20050416:1948,0,0,0,0,0,23.26,2.48,0
20050416:2048,0,0,0,0,0,22.75,2.48,0
20050416:2148,0,0,0,0,0,22.32,2.55,0
20050416:2248,0,0,0,0,0,21.48,2.21,0
20050416:2348,0,0,0,0,0,21.04,1.79,0
20050417:0048,0,0,3.57,0.83,4.55,21.06,1.45,0
20050417:0148,461.74,410.38,168.79,16.46,18.32,24.6,1.1,0
20050417:0248,688.15,719.04,183.57,23.74,32.19,28.32,2.28,0
20050417:0348,730.01,774.27,205.06,20.26,46,30.49,2.62,0
20050417:0448,742.72,807.61,215.88,12.3,59.52,32.3,2.41,0
20050417:0548,751.37,858.75,200.06,5.02,71.84,33.63,2.14,0
20050417:0648,752.54,822.61,228.89,2.21,78.12,34.7,3.1,0
20050417:0748,769.82,879.38,190.66,5.57,70.91,35.19,3.59,0
20050417:0848,766.36,862.98,190.03,13.39,58.4,35.11,3.79,0
20050417:0948,731.24,772.94,215.17,21.12,44.84,34.81,3.79,0
20050417:1048,680.01,700.76,203.33,24.15,31.01,34.41,3.66,0
20050417:1148,400.63,339.19,173.2,15.65,17.15,33.54,3.17,0
20050417:1248,42.87,50.74,17.07,2.07,3.39,32.03,2.07,0
20050417:1348,0,0,0,0,0,30.39,1.72,0
20050417:1448,0,0,0,0,0,28.22,1.59,0
20050417:1548,0,0,0,0,0,27.25,1.45,0
20050417:1648,0,0,0,0,0,26.22,1.52,0
20050417:1748,0,0,0,0,0,24.93,1.79,0
20050417:1848,0,0,0,0,0,24.78,1.45,0
20050417:1948,0,0,0,0,0,23.81,1.59,0
20050417:2048,0,0,0,0,0,22.03,1.93,0
20050417:2148,0,0,0,0,0,20.92,2.21,0
20050417:2248,0,0,0,0,0,20.66,2.41,0
20050417:2348,0,0,0,0,0,20.77,2.62,0
20050418:0048,119.92,121.13,34.16,3.12,4.74,21.61,2.76,0
20050418:0148,562.09,538.97,162.97,17.96,18.5,24.28,2.55,0
20050418:0248,674.32,657.66,206.08,23.15,32.36,27.82,3.59,0
20050418:0348,723.47,723.54,224.53,19.66,46.19,30.16,4.07,1
20050418:0448,734.97,747.76,240.17,11.78,59.73,31.79,3.72,1
20050418:0548,737.24,782.58,231.36,4.67,72.12,32.55,2.97,1
20050418:0648,718.56,765.81,249.09,2.01,78.47,33.68,1.86,1
20050418:0748,698.52,752.16,243.86,5.11,71.09,34.11,1.24,1
20050418:0848,676.04,711.53,245.92,12.23,58.5,34.33,1.03,1
20050418:0948,654.55,654.07,251.35,19.71,44.91,34.29,1.38,1
20050418:1048,608.83,598.34,221.51,22.67,31.07,33.99,1.72,1
20050418:1148,486.83,458.23,177.11,16.96,17.21,33.2,2,1
20050418:1248,12.09,16.54,9.74,1.5,3.47,31.56,1.93,0
20050418:1348,0,0,0,0,0,29.85,2,0
20050418:1448,0,0,0,0,0,28.37,1.86,0
20050418:1548,0,0,0,0,0,26.7,1.52,0
20050418:1648,0,0,0,0,0,26.37,1.24,0
20050418:1748,0,0,0,0,0,26.77,1.1,0
20050418:1848,0,0,0,0,0,27.95,0.55,0
20050418:1948,0,0,0,0,0,27.68,0.55,0
20050418:2048,0,0,0,0,0,27.33,0.76,0
20050418:2148,0,0,0,0,0,26.94,0.76,0
20050418:2248,0,0,0,0,0,26.36,1.03,0
20050418:2348,0,0,0,0,0,24.15,1.31,0
20050419:0048,32.89,34.99,17.53,2.29,4.92,22.25,1.52,0
20050419:0148,341.54,262.39,158.98,14.69,18.67,24.24,1.1,0
20050419:0248,608.7,576.48,228.43,22.23,32.53,30.13,1.52,0
20050419:0348,683.78,678.42,249.52,19.31,46.36,32.4,2.14,0
20050419:0448,740.96,840.04,196.2,12.15,59.93,33.93,2.14,0
20050419:0548,750.04,907.49,168.75,4.81,72.4,34.88,1.66,0
20050419:0648,734.57,904.18,175.92,2.01,78.81,35.57,0.9,0
20050419:0748,700.77,831.06,220.13,5.29,71.26,35.81,0.07,0
20050419:0848,709.17,831.9,208.03,13.11,58.59,35.97,0.55,0
20050419:0948,695.3,773.9,214.97,21.05,44.98,35.68,1.03,0
20050419:1048,648.32,675.02,212.84,23.91,31.13,35.52,1.79,0
20050419:1148,511.11,491.55,180.29,17.5,17.28,34.38,2.28,0
20050419:1248,134.88,145.62,36.64,3,3.54,32.78,1.79,0
20050419:1348,0,0,0,0,0,30.69,0.9,0
20050419:1448,0,0,0,0,0,27.91,1.45,0
20050419:1548,0,0,0,0,0,26.13,2,0
20050419:1648,0,0,0,0,0,24.43,1.79,0
20050419:1748,0,0,0,0,0,23.39,1.86,0
20050419:1848,0,0,0,0,0,23.3,1.86,0
20050419:1948,0,0,0,0,0,22.55,1.86,0
20050419:2048,0,0,0,0,0,22.12,1.86,0
20050419:2148,0,0,0,0,0,23.35,1.17,0
20050419:2248,0,0,0,0,0,25.07,0.28,0
20050419:2348,0,0,0,0,0,24.67,0.41,0
20050420:0048,111.27,112.54,35.47,3.28,5.1,24.52,0.28,0
20050420:0148,523.72,507.83,167.43,17.81,18.84,25.07,0.34,0
20050420:0248,648.02,671.98,202.58,23.27,32.7,30.06,0.97,0
20050420:0348,708.89,777.05,204.16,19.99,46.54,31.86,1.31,0
20050420:0448,722.76,824.53,205.52,11.96,60.13,33.53,1.1,0
20050420:0548,723.76,859.02,199.37,4.6,72.66,34.75,0.76,0
20050420:0648,729.63,870.56,197.99,1.88,79.15,36.07,1.1,0
20050420:0748,705.67,738.45,274.82,5.03,71.43,36.61,1.72,0
20050420:0848,741.06,862.69,189.64,13.19,58.68,36.79,2.21,0
20050420:0948,705.58,744.72,228.9,20.79,45.04,36.48,2.76,0
20050420:1048,659.33,675.75,211.3,23.86,31.19,35.83,3.1,0
20050420:1148,513.59,489.73,181.25,17.55,17.34,34.87,3.1,0
20050420:1248,146.98,158.32,38.8,3.09,3.62,33.27,2.55,0
20050420:1348,0,0,0,0,0,31.65,2.14,0
20050420:1448,0,0,0,0,0,29.77,1.66,0
20050420:1548,0,0,0,0,0,28.16,1.38,0
20050420:1648,0,0,0,0,0,26.06,2,0
20050420:1748,0,0,0,0,0,24.47,1.93,0
20050420:1848,0,0,0,0,0,23.35,1.72,0
20050420:1948,0,0,0,0,0,22.92,1.66,0
20050420:2048,0,0,0,0,0,22.63,1.66,0
20050420:2148,0,0,0,0,0,22.84,1.45,0
20050420:2248,0,0,0,0,0,23.69,1.17,0
20050420:2348,0,0,0,0,0,23.39,1.24,0
20050421:0048,78.23,76.15,30.82,3.18,5.27,22,1.45,0
20050421:0148,508.41,472.84,171.16,17.53,19.01,25.74,1.38,0
20050421:0248,652.29,637.69,213.11,22.87,32.86,29.05,2.48,0
20050421:0348,719.34,748.79,217.95,19.68,46.71,31.24,2.69,0
20050421:0448,739.07,824.11,206.35,11.83,60.32,33.17,2.07,0
20050421:0548,700.59,751.11,264.2,4.29,72.93,34.45,0.83,0
20050421:0648,712.65,839.08,216.97,1.74,79.49,35.42,0.48,0
20050421:0748,692.99,768.31,257.49,5,71.59,36.07,0.41,0
20050421:0848,668.16,670.08,294.05,12.2,58.77,36.41,0.83,0
20050421:0948,590.34,503.91,315.45,18.54,45.11,36.34,1.17,0
20050421:1048,557,501.1,251.26,21.89,31.26,35.71,1.52,0
20050421:1148,272.96,203.86,149.67,13.74,17.41,34.98,1.52,0
20050421:1248,26.8,30.99,15.91,2.15,3.7,33.16,0.97,0
20050421:1348,0,0,0,0,0,33.07,0.55,0
20050421:1448,0,0,0,0,0,32.07,0.48,0
20050421:1548,0,0,0,0,0,29.53,1.17,0
20050421:1648,0,0,0,0,0,26.32,1.93,0
20050421:1748,0,0,0,0,0,25.2,2.14,0
20050421:1848,0,0,0,0,0,24.23,2.07,0
20050421:1948,0,0,0,0,0,23.55,2,0
20050421:2048,0,0,0,0,0,23.16,2,0
20050421:2148,0,0,0,0,0,22.92,2,0
20050421:2248,0,0,0,0,0,22.86,2,0
20050421:2348,0,0,0,0,0,22.43,1.86,0
20050422:0048,64.14,63.2,27.21,2.99,5.45,22.36,1.59,0
20050422:0148,514.38,484.2,171.05,17.73,19.17,26.01,1.17,0
20050422:0248,647.36,649.65,210.03,22.98,33.02,29.64,1.59,0
20050422:0348,699.18,734.45,225.14,19.48,46.87,32.1,1.66,0
20050422:0448,723.07,793.86,224.01,11.58,60.51,34,1.72,0
20050422:0548,708.22,735.46,274.06,4.15,73.18,35.21,1.72,0
20050422:0648,550.83,269.24,496.96,1.2,79.82,35.88,2.28,0
20050422:0748,722.89,783.4,248.2,4.94,71.75,36.3,2.07,0
20050422:0848,713.89,769.94,242.36,12.64,58.86,36.39,1.93,0
20050422:0948,639.7,597.8,287.02,19.42,45.18,36.32,1.86,0
20050422:1048,600.95,579.11,237.33,22.81,31.32,35.93,1.79,0
20050422:1148,530.57,529.42,178.4,17.98,17.48,35.24,1.79,0
20050422:1248,198.62,212.43,50.03,3.55,3.78,33.68,1.59,0
20050422:1348,0,0,0,0,0,31.5,1.59,0
20050422:1448,0,0,0,0,0,31.44,0.83,0
20050422:1548,0,0,0,0,0,29.57,1.03,0
20050422:1648,0,0,0,0,0,26.33,1.93,0
20050422:1748,0,0,0,0,0,25.09,2,0
20050422:1848,0,0,0,0,0,24.83,2.14,0
20050422:1948,0,0,0,0,0,24.75,2.28,0
20050422:2048,0,0,0,0,0,25.14,2.62,0
20050422:2148,0,0,0,0,0,25.39,2.55,0
20050422:2248,0,0,0,0,0,24.67,2.48,0
20050422:2348,0,0,0,0,0,23.84,2.28,0
20050423:0048,0.44,0,6.02,0.99,5.62,23.4,1.86,0
20050423:0148,495.91,450.16,174.32,17.46,19.33,25.76,1.66,0
20050423:0248,401.06,244.89,256.86,17.52,33.17,28.62,3.1,0
20050423:0348,707.83,680.62,249.52,18.97,47.03,30.29,3.79,0
20050423:0448,694.49,612.4,317.08,10.63,60.69,32.09,3.93,0
20050423:0548,422.21,87.64,478.15,2.36,73.43,33.69,3.79,0
20050423:0648,167.69,0,235.24,0.35,80.15,35.03,2.97,0
20050423:0748,290.87,11.57,381.68,1.99,71.9,34.35,3.31,0
20050423:0848,44.88,0,74.23,1.15,58.94,34.26,3.24,0
20050423:0948,57.46,0,88.84,3.02,45.24,34.02,3.59,0
20050423:1048,72.63,0,104.77,6.61,31.38,33.7,3.66,0
20050423:1148,219.72,145.97,133.86,12.64,17.54,32.9,3.72,0
20050423:1248,113.19,118.89,35.06,3.08,3.86,31.67,4.14,0
20050423:1348,0,0,0,0,0,30.23,4.28,0
20050423:1448,0,0,0,0,0,29.12,4.21,0
20050423:1548,0,0,0,0,0,28.17,4,0
20050423:1648,0,0,0,0,0,27.05,3.72,0
20050423:1748,0,0,0,0,0,26.6,3.17,0
20050423:1848,0,0,0,0,0,26.46,2.9,0
20050423:1948,0,0,0,0,0,26.01,2.62,0
20050423:2048,0,0,0,0,0,25.5,2.34,0
20050423:2148,0,0,0,0,0,25.2,1.93,0
20050423:2248,0,0,0,0,0,24.63,1.72,0
20050423:2348,0,0,0,0,0,24.43,1.38,0
20050424:0048,0,0,2.2,0.36,5.78,23.96,0.97,0
20050424:0148,236.22,152.9,140.66,13.06,19.48,25.34,0.76,0
20050424:0248,394.51,243.92,257.52,17.48,33.32,27.45,0.76,0
20050424:0348,579.86,434.89,330.77,16.63,47.18,28.45,1.38,0
20050424:0448,82.12,0,119.85,1.62,60.86,28.88,3.03,0
20050424:0548,626.31,391.81,442.61,3.29,73.67,29.42,3.31,0
20050424:0648,479.52,140.94,512.31,0.9,80.47,33.16,2.28,0
20050424:0748,98.03,0,144.37,0.72,72.05,33.82,1.86,0
20050424:0848,442.64,167.95,429.99,8.36,59.03,34.03,1.59,0
20050424:0948,152.94,1.41,207.01,7.03,45.3,33.8,1.66,0
20050424:1048,145.04,23.01,169.47,10.91,31.44,33.08,1.86,0
20050424:1148,114.26,52.88,99.12,10.11,17.61,32.44,2.34,0
20050424:1248,1.07,0,7.46,1.3,3.94,31.38,1.93,0
20050424:1348,0,0,0,0,0,30.39,2.07,0
20050424:1448,0,0,0,0,0,29.28,2.9,0
20050424:1548,0,0,0,0,0,28.41,2.55,0
20050424:1648,0,0,0,0,0,27.92,2.21,0
20050424:1748,0,0,0,0,0,27.46,2.28,0
20050424:1848,0,0,0,0,0,26.3,2.21,0
20050424:1948,0,0,0,0,0,25.75,2.41,0
20050424:2048,0,0,0,0,0,25.45,2.76,0
20050424:2148,0,0,0,0,0,25.05,2.9,0
20050424:2248,0,0,0,0,0,24.52,2.55,0
20050424:2348,0,0,0,0,0,23.82,2.21,0
20050425:0048,40.91,38.61,23.83,2.96,5.95,23.52,1.72,0
20050425:0148,60.49,8.93,75.28,7.5,19.64,24.32,2.07,0
20050425:0248,240.11,81.6,218.05,13.45,33.47,26.39,2.41,0
20050425:0348,710.22,708.56,236.79,19.01,47.33,28.53,2.28,0
20050425:0448,747.82,825.25,205.43,11.36,61.03,30.11,1.86,0
20050425:0548,754.39,875.33,188.16,4.01,73.9,31.4,1.59,0
20050425:0648,760.19,919.85,163.89,1.38,80.79,32.17,1.45,0
20050425:0748,757.58,894.86,178.22,4.9,72.2,32.74,1.72,0
20050425:0848,694.15,656.08,300.44,11.9,59.11,32.78,2.14,0
20050425:0948,31.38,0,54.72,1.85,45.36,32.8,2.34,0
20050425:1048,31.49,0,53.21,3.34,31.5,32.16,1.66,0
20050425:1148,18.13,0,33.82,3.62,17.68,30.76,1.31,0
20050425:1248,0.58,0,6.4,1.12,4.02,29.49,0.76,0
20050425:1348,0,0,0,0,0,28.37,1.66,0
20050425:1448,0,0,0,0,0,27.02,1.45,0
20050425:1548,0,0,0,0,0,26.25,1.59,0
20050425:1648,0,0,0,0,0,25.43,1.59,0
20050425:1748,0,0,0,0,0,24.62,1.38,0
20050425:1848,0,0,0,0,0,24.29,0.97,0
20050425:1948,0,0,0,0,0,23.77,1.24,0
20050425:2048,0,0,0,0,0,23.36,1.59,0
20050425:2148,0,0,0,0,0,22.68,1.59,0
20050425:2248,0,0,0,0,0,22.34,1.31,0
20050425:2348,0,0,0,0,0,21.94,1.24,0
20050426:0048,191.47,178.6,60.32,4.74,6.11,21.52,1.38,0
20050426:0148,530.92,502.25,173.25,18.26,19.78,25.46,1.24,0
20050426:0248,692.36,717.16,187.86,23.57,33.61,27.9,2.41,0
20050426:0348,741.56,808.69,188.09,19.67,47.48,29.91,2.48,0
20050426:0448,764.64,873.03,176.45,11.43,61.19,31.51,2.62,0
20050426:0548,772.47,907.61,167.51,3.95,74.13,32.45,2.62,0
20050426:0648,771.02,903.85,173.84,1.28,81.11,32.86,2.62,0
20050426:0748,770.51,894.17,178.11,4.82,72.33,33.62,2.97,0
20050426:0848,738.12,769.66,241.88,12.41,59.18,33.84,3.24,0
20050426:0948,731.58,773.52,214.08,20.77,45.43,33.4,3.31,0
20050426:1048,614.96,557.93,241.17,22.5,31.56,32.3,3.72,0
20050426:1148,534.93,505.28,180.68,17.87,17.75,30.91,3.1,0
20050426:1248,191.12,195.81,53.16,3.81,4.1,30.35,1.59,0
20050426:1348,0,0,0,0,0,28.89,1.03,0
20050426:1448,0,0,0,0,0,28.07,0.9,0
20050426:1548,0,0,0,0,0,27.94,0.69,0
20050426:1648,0,0,0,0,0,27.91,0.41,0
20050426:1748,0,0,0,0,0,27.51,0.41,0
20050426:1848,0,0,0,0,0,26.87,0.07,0
20050426:1948,0,0,0,0,0,26.43,0.21,0
20050426:2048,0,0,0,0,0,26.04,0.48,0
20050426:2148,0,0,0,0,0,25.55,0.55,0
20050426:2248,0,0,0,0,0,25.07,0.83,0
20050426:2348,0,0,0,0,0,22.64,1.31,0
20050427:0048,110.22,100.84,42.93,4.1,6.26,21.47,1.45,0
20050427:0148,537.82,513.43,173.07,18.46,19.93,25.4,1.1,0
20050427:0248,668.82,680.38,201.84,23.2,33.75,28.35,1.79,0
20050427:0348,721.01,766.27,209.95,19.29,47.62,30.44,2.07,0
20050427:0448,751.11,840.95,195.47,11.2,61.35,32.12,2.41,0
20050427:0548,759.4,875.47,186.8,3.8,74.35,33.43,2.55,0
20050427:0648,775.62,903.1,174.73,1.19,81.42,34.32,3.52,0
20050427:0748,648.39,478.21,407.44,3.98,72.47,34.49,3.66,0
20050427:0848,730.36,739.97,257.18,12.21,59.26,34.72,3.79,0
20050427:0948,710.58,716.62,239.36,20.26,45.49,34.53,3.79,0
20050427:1048,670.25,677.15,211.69,23.83,31.62,34.07,3.59,0
20050427:1148,556.19,545.91,178.03,18.32,17.81,32.91,3.03,0
20050427:1248,200,205.7,55.15,3.89,4.18,31.58,2.07,0
20050427:1348,0,0,0,0,0,30.05,1.66,0
20050427:1448,0,0,0,0,0,28.19,1.59,0
20050427:1548,0,0,0,0,0,26.75,1.45,0
20050427:1648,0,0,0,0,0,26.27,1.24,0
20050427:1748,0,0,0,0,0,26.33,1.1,0
20050427:1848,0,0,0,0,0,24.19,1.72,0
20050427:1948,0,0,0,0,0,23.34,2,0
20050427:2048,0,0,0,0,0,23.09,2.48,0
20050427:2148,0,0,0,0,0,22.4,2.28,0
20050427:2248,0,0,0,0,0,21.45,1.86,0
20050427:2348,0,0,0,0,0,21.05,1.59,0
20050428:0048,127.49,116.35,47.27,4.35,6.41,21.2,1.45,0
20050428:0148,539.9,515.83,174.5,18.59,20.07,25.63,1.1,0
20050428:0248,687.22,719.27,188.74,23.58,33.88,28.87,2.07,0
20050428:0348,734.51,780.85,203.25,19.33,47.75,30.73,2.9,0
20050428:0448,755.36,840.89,195.28,11.1,61.5,32.05,2.76,0
20050428:0548,760.08,859.01,197.88,3.68,74.56,32.99,2.76,0
20050428:0648,750.42,837.7,215.85,1.08,81.73,33.66,2.48,0
20050428:0748,767.18,877.15,189.22,4.66,72.6,34.44,3.31,0
20050428:0848,564.41,340.64,414.89,9.8,59.33,34.55,3.79,0
20050428:0948,629.48,526.76,308.84,18.52,45.54,34.33,3.86,0
20050428:1048,597.91,535.09,246.1,22.22,31.68,33.48,3.59,0
20050428:1148,530.83,504.82,181.57,17.95,17.88,32.69,3.17,0
20050428:1248,37.44,40.35,19.96,2.5,4.26,31.31,2.41,0
20050428:1348,0,0,0,0,0,29.75,2.14,0
20050428:1448,0,0,0,0,0,28.52,1.86,0
20050428:1548,0,0,0,0,0,27.06,1.72,0
20050428:1648,0,0,0,0,0,25.61,1.66,0
20050428:1748,0,0,0,0,0,24.8,1.52,0
20050428:1848,0,0,0,0,0,23.84,2,0
20050428:1948,0,0,0,0,0,23.47,2.41,0
20050428:2048,0,0,0,0,0,23.63,2.69,0
20050428:2148,0,0,0,0,0,23.78,2.69,0
20050428:2248,0,0,0,0,0,23.32,2.41,0
20050428:2348,0,0,0,0,0,22.49,2.07,0
20050429:0048,40.69,34.99,26.48,3.37,6.56,21.93,1.72,0
20050429:0148,422.86,347.45,178.42,16.63,20.2,25.26,1.59,0
20050429:0248,502.73,371.84,264.6,19.48,34.01,27.97,2.55,0
20050429:0348,713.63,710.49,237.04,18.72,47.88,30.08,3.03,0
20050429:0448,744.84,780.65,229.71,10.76,61.65,31.68,3.24,0
20050429:0548,612.29,390.74,444.17,2.88,74.76,32.67,2.76,0
20050429:0648,744.84,805.77,235.81,1,82.04,33.52,2.62,0
20050429:0748,722.57,709,289.61,4.32,72.72,34,3.17,0
20050429:0848,661.84,541.37,349.81,11.07,59.4,33.59,3.72,0
20050429:0948,285.21,64.38,306.18,11.11,45.6,33.34,3.86,0
20050429:1048,677.31,676.77,211.29,23.79,31.74,32.44,3.86,0
20050429:1148,532.86,506.2,181.49,17.99,17.95,32.03,3.03,0
20050429:1248,218.76,224.28,58.9,4.07,4.35,30.85,2,0
20050429:1348,0,0,0,0,0,29.43,1.86,0
20050429:1448,0,0,0,0,0,28.25,2.07,0
20050429:1548,0,0,0,0,0,27.45,2.62,0
20050429:1648,0,0,0,0,0,27.11,3.24,0
20050429:1748,0,0,0,0,0,26.44,3.31,0
20050429:1848,0,0,0,0,0,25.39,2.14,0
20050429:1948,0,0,0,0,0,24.42,1.79,0
20050429:2048,0,0,0,0,0,23.39,1.79,0
20050429:2148,0,0,0,0,0,22.71,1.72,0
20050429:2248,0,0,0,0,0,21.81,1.72,0
20050429:2348,0,0,0,0,0,21.28,1.38,0
20050430:0048,30.99,25.68,23.67,3.18,6.71,21.44,1.03,0
20050430:0148,72.76,14.39,84.68,8.22,20.34,24.9,0.97,0
20050430:0248,644.74,609.43,225.88,22.42,34.14,27.05,2.14,0
20050430:0348,737.11,766.95,210.47,19.08,48,28.81,2.9,0
20050430:0448,757.06,810.28,212.85,10.79,61.79,30.15,3.03,0
20050430:0548,767.27,858.42,197.58,3.5,74.96,31.21,2.83,0
20050430:0648,758.29,853.62,205.55,0.94,82.34,32.11,2.34,0
20050430:0748,724.19,708.54,289.49,4.26,72.84,32.52,2.83,0
20050430:0848,569.73,349.43,412.67,9.79,59.47,32.72,2.97,0
20050430:0948,639.87,549.48,302.44,18.68,45.66,32.82,3.03,0
20050430:1048,141.19,18.98,167.48,10.6,31.8,32.14,3.17,0
20050430:1148,234.76,155.18,139.95,13.05,18.02,30.02,2.83,0
20050430:1248,168.34,168.29,51.41,3.88,4.43,29.35,1.79,0
20050430:1348,0,0,0,0,0,28.37,1.38,0
20050430:1448,0,0,0,0,0,27.13,1.45,0
20050430:1548,0,0,0,0,0,25.86,1.52,0
20050430:1648,0,0,0,0,0,24.82,1.45,0
20050430:1748,0,0,0,0,0,23.88,1.45,0
20050430:1848,0,0,0,0,0,23.23,1.45,0
20050430:1948,0,0,0,0,0,22.33,1.52,0
20050430:2048,0,0,0,0,0,21.8,1.52,0
20050430:2148,0,0,0,0,0,21.72,1.31,0
20050430:2248,0,0,0,0,0,21.66,1.24,0
20050430:2348,0,0,0,0,0,20.34,1.66,0
20050501:0048,122.2,109.01,47.74,4.58,6.85,20.32,1.24,0
20050501:0148,485.76,437.61,177.14,17.69,20.46,25.05,0.9,0
20050501:0248,633.18,612.88,217.99,22.2,34.26,27.82,1.52,0
20050501:0348,695.72,703.74,232.49,18.36,48.12,29.99,2,0
20050501:0448,718.54,751.47,238.25,10.38,61.92,31.4,2,0
20050501:0548,728.32,770.77,242.98,3.28,75.14,32.52,2.28,0
20050501:0648,726.96,723.98,277.61,0.82,82.63,32.94,3.17,0
20050501:0748,717.57,687.18,294.19,4.14,72.96,33.35,3.59,0
20050501:0848,697.87,646.17,296.05,11.45,59.54,33.37,3.72,0
20050501:0948,566.51,412.05,329.81,17.04,45.72,33.18,3.79,0
20050501:1048,569.68,488.82,248.69,21.44,31.86,32.7,3.66,0
20050501:1148,478.37,431.61,180.43,17.1,18.09,31.62,2.9,0
20050501:1248,101.19,101.64,37.26,3.41,4.51,30.55,2.34,0
20050501:1348,0,0,0,0,0,29.11,2,0
20050501:1448,0,0,0,0,0,27.96,1.72,0
20050501:1548,0,0,0,0,0,26.64,1.59,0
20050501:1648,0,0,0,0,0,25.52,1.72,0
20050501:1748,0,0,0,0,0,24.68,1.72,0
20050501:1848,0,0,0,0,0,23.81,2.34,0
20050501:1948,0,0,0,0,0,23.48,2.41,0
20050501:2048,0,0,0,0,0,22.68,1.72,0
20050501:2148,0,0,0,0,0,22.11,1.59,0
20050501:2248,0,0,0,0,0,21.6,1.72,0
20050501:2348,0,0,0,0,0,21.25,1.86,0
20050502:0048,130.05,115.11,51.19,4.83,6.99,21.47,1.86,0
20050502:0148,508.12,449.31,177.6,17.89,20.59,23.19,2.34,0
20050502:0248,651.28,614.61,217.91,22.21,34.37,25.6,2.55,0
20050502:0348,705.87,703.82,232.28,18.29,48.24,28.2,2.34,0
20050502:0448,720.77,751.72,238.09,10.3,62.04,30.32,1.86,0
20050502:0548,734.17,785.64,233.75,3.22,75.32,31.94,2.28,0
20050502:0648,725.95,752.73,259.46,0.77,82.92,33.14,2.48,0
20050502:0748,728.02,757.86,252.86,4.21,73.07,33.66,2.76,0
20050502:0848,602.41,426.62,384.73,10.15,59.61,33.65,3.1,0
20050502:0948,696.01,693.53,241.75,19.72,45.78,33.8,3.38,0
20050502:1048,586.72,520.15,244.09,21.82,31.92,32.57,3.24,0
20050502:1148,477.77,433.22,180.47,17.14,18.16,31.88,2.62,0
20050502:1248,74.34,74.83,31.57,3.22,4.6,31.09,1.93,0
20050502:1348,0,0,0,0,0,29.47,1.31,0
20050502:1448,0,0,0,0,0,27.64,1.03,0
20050502:1548,0,0,0,0,0,27.15,0.83,0
20050502:1648,0,0,0,0,0,26.93,0.83,0
20050502:1748,0,0,0,0,0,24.57,1.38,0
20050502:1848,0,0,0,0,0,23.38,1.45,0
20050502:1948,0,0,0,0,0,22.76,1.45,0
20050502:2048,0,0,0,0,0,22.46,1.38,0
20050502:2148,0,0,0,0,0,22.23,1.24,0
20050502:2248,0,0,0,0,0,21.5,1.59,0
20050502:2348,0,0,0,0,0,21.05,1.72,0
20050503:0048,137.05,121.03,53.41,4.99,7.12,21.33,1.52,0
20050503:0148,502.56,449.65,178.66,17.97,20.71,24.63,1.79,0
20050503:0248,644.76,614.63,218.94,22.21,34.49,27.27,2.34,0
20050503:0348,702.93,703.96,232.09,18.23,48.35,29.61,2.55,0
20050503:0448,727.35,752.02,237.95,10.23,62.16,31.23,2.69,0
20050503:0548,738.95,786.06,233.62,3.15,75.49,32.42,2.83,0
20050503:0648,735.94,782.49,241.31,0.71,83.21,32.93,2.62,0
20050503:0748,722.84,729.22,268.89,4.11,73.17,33.59,3.03,0
20050503:0848,522.85,274.57,421.28,9,59.67,33.43,3.38,0
20050503:0948,673.35,630.13,266.94,19.14,45.83,32.23,3.1,0
20050503:1048,643.52,628.79,219.68,23.05,31.98,32.46,2.97,0
20050503:1148,482.19,431.62,181.32,17.18,18.23,31.34,3.52,0
20050503:1248,150.74,146.95,51.83,4.04,4.68,30.27,2.21,0
20050503:1348,0,0,0,0,0,29.15,1.52,0
20050503:1448,0,0,0,0,0,28.06,1.59,0
20050503:1548,0,0,0,0,0,26.94,1.93,0
20050503:1648,0,0,0,0,0,26.19,1.93,0
20050503:1748,0,0,0,0,0,25.3,2.07,0
20050503:1848,0,0,0,0,0,24.36,2.21,0
20050503:1948,0,0,0,0,0,23.82,2.21,0
20050503:2048,0,0,0,0,0,23.38,2.07,0
20050503:2148,0,0,0,0,0,23.09,1.86,0
20050503:2248,0,0,0,0,0,22.48,1.66,0
20050503:2348,0,0,0,0,0,21.59,1.24,0
20050504:0048,177.12,158.52,63.48,5.51,7.25,21.52,0.83,0
20050504:0148,145.42,67.51,117.05,10.96,20.82,24.99,0.69,0
20050504:0248,621.1,593.59,225.07,21.96,34.59,28.06,1.24,0
20050504:0348,696.16,690.79,239.23,18.09,48.45,30.15,2.48,0
20050504:0448,733.6,752.36,237.81,10.16,62.28,31.27,3.31,0
20050504:0548,748.31,785.48,233.5,3.08,75.66,32.19,3.72,0
20050504:0648,511.33,182.17,508.48,0.44,83.49,32.63,3.1,0
20050504:0748,584.18,338.31,453.2,3.28,73.28,33.16,3.17,0
20050504:0848,661.39,558.06,335.68,10.86,59.74,33.07,3.17,0
20050504:0948,634.65,547.36,296.08,18.36,45.89,32.99,3.17,0
20050504:1048,99.37,3.77,132.88,8.22,32.04,32.38,3.03,0
20050504:1148,25.3,0,43.27,4.53,18.3,31.54,2.62,0
20050504:1248,0,0,2.16,0.37,4.77,30.49,2,0
20050504:1348,0,0,0,0,0,29.01,1.93,0
20050504:1448,0,0,0,0,0,27.68,2.14,0
20050504:1548,0,0,0,0,0,26.66,2.14,0
20050504:1648,0,0,0,0,0,25.74,2,0
20050504:1748,0,0,0,0,0,24.85,1.93,0
