time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20060228:0000,20.59,42.95,0,0,0,359,1.93,62,90143
20060228:0100,20.03,45.85,0,0,0,340.45,2.07,60,90179
20060228:0200,20.35,49.25,48,21.07,45,341.4,1.93,61,90250
20060228:0300,23.81,37.65,157,27.22,147,341.4,2.21,63,90313
20060228:0400,26.61,31.45,510,553.47,198,351,2.55,69,90330
20060228:0500,28.77,27.35,594,364.87,332,359,2.28,74,90348
20060228:0600,30.1,24.7,833,730.6,234,370.6,0.69,60,90295
20060228:0700,30.43,23.7,928,872.16,176,385.4,1.66,289,90205
20060228:0800,29.93,24.35,931,953.43,128,399.65,2.14,302,90134
20060228:0900,30.25,23.95,825,907.73,134,393.45,2.21,304,90071
20060228:1000,29.83,24.3,643,787.48,151,405.65,2.28,304,90054
20060228:1100,29.23,25,423,662.66,130,400.65,2.41,308,90080
20060228:1200,28.45,25.65,193,531.43,73,383.8,2.41,322,90054
20060228:1300,27.29,27.6,0,0,0,383.8,2,330,90116
20060228:1400,26.12,30.3,0,0,0,375.2,1.79,336,90179
20060228:1500,25.46,32.4,0,0,0,391.8,1.72,346,90232
20060228:1600,22.45,43.75,0,0,0,360.88,2.18,349,90277
20060228:1700,22.04,46.56,0,0,0,360.83,2.11,354,90366
20060228:1800,21.63,49.37,0,0,0,360.79,2.04,7,90330
20060228:1900,21.22,52.18,0,0,0,360.74,1.97,28,90313
20060228:2000,20.81,54.99,0,0,0,360.69,1.89,34,90286
20060228:2100,20.4,57.8,0,0,0,360.65,1.82,39,90286
20060228:2200,19.99,60.61,0,0,0,360.6,1.75,47,90259
20060228:2300,19.59,63.42,0,0,0,360.55,1.68,57,90223
20140301:0000,19.18,66.23,0,0,0,360.5,1.61,163,90411
20140301:0100,18.77,69.04,0,0,0,360.46,1.53,164,90518
20140301:0200,18.36,71.85,76,130.36,57,360.41,1.46,174,90598
20140301:0300,17.95,74.66,253,226.5,169,360.36,1.39,187,90661
20140301:0400,17.54,77.47,498,493.58,218,360.32,1.32,203,90714
20140301:0500,17.13,80.28,560,286.85,353,360.27,1.25,204,90723
20140301:0600,16.72,83.09,408,32.79,381,360.22,1.17,234,90670
20140301:0700,16.31,85.9,690,299.22,431,360.18,1.1,212,90589
20140301:0800,21.45,52,519,99.36,435,357.2,1.93,227,90491
20140301:0900,21.55,50.25,473,108.62,390,369.4,2,239,90411
20140301:1000,21.63,48.6,312,39.85,287,350.4,1.86,244,90259
20140301:1100,21.51,47.25,317,249.71,206,358.2,1.38,258,90277
20140301:1200,21,48.15,170,377.38,84,341.8,1.1,295,90304
20140301:1300,19.08,64.7,0,0,0,332.2,0.97,328,90384
20140301:1400,17.25,69,0,0,0,325.4,1.03,351,90455
20140301:1500,16.31,70.85,0,0,0,327.6,1.17,2,90545
20140301:1600,15.57,71.15,0,0,0,319.4,1.17,9,90616
20140301:1700,15.04,72.25,0,0,0,324.6,1.17,358,90652
20140301:1800,14.15,76.45,0,0,0,325.2,1.45,342,90652
20140301:1900,13.78,75.8,0,0,0,318.8,1.72,345,90661
20140301:2000,13.36,79,0,0,0,321.2,1.72,351,90661
20140301:2100,12.76,84.45,0,0,0,313.2,1.66,358,90598
20140301:2200,12.23,89.95,0,0,0,308.4,1.66,4,90616
20140301:2300,11.9,93.5,0,0,0,307.8,1.66,7,90580
20140302:0000,11.68,95.9,0,0,0,306.2,1.66,8,90652
20140302:0100,11.44,97.75,0,0,0,303,1.72,11,90741
20140302:0200,12.7,97.4,85,174.32,59,309,1.72,14,90822
20140302:0300,15.47,84.4,271,280.45,166,321,2.9,20,90884
20140302:0400,17.09,73.15,496,472.95,226,330.8,2.55,18,90911
20140302:0500,18.4,65.35,731,745.99,190,339.4,2.48,10,90929
20140302:0600,19.4,58.75,869,832.06,181,329.6,2.34,356,90893
20140302:0700,20.14,52.4,911,815.96,202,343.2,2,346,90822
20140302:0800,20.65,48.45,891,823.8,192,343.2,2,330,90723
20140302:0900,20.8,46.7,777,747.04,204,331.2,2.28,329,90652
20140302:1000,20.67,46.05,635,771.41,149,339.8,2.48,334,90589
20140302:1100,20.23,46.25,413,631.12,131,336.2,2.48,342,90580
20140302:1200,19.3,48.1,173,387.07,84,316.4,2.34,350,90580
20140302:1300,17.78,52.7,0,0,0,310.2,2.14,356,90625
20140302:1400,16.56,56.9,0,0,0,307.8,2.21,0,90679
20140302:1500,15.55,60.6,0,0,0,301.6,2.21,4,90759
20140302:1600,14.73,63.75,0,0,0,297.6,2.07,7,90768
20140302:1700,13.97,67.05,0,0,0,293.6,2,12,90777
20140302:1800,13.25,70.5,0,0,0,291.4,2,17,90759
20140302:1900,12.66,74.4,0,0,0,288.6,1.93,29,90714
20140302:2000,12.15,76.6,0,0,0,293.4,2,36,90723
20140302:2100,11.83,77.45,0,0,0,295.6,2,43,90652
20140302:2200,11.61,77.3,0,0,0,294,2.07,47,90652
20140302:2300,11.29,77.25,0,0,0,287.4,2.14,50,90652
20140303:0000,11.34,76,0,0,0,299.4,2.14,53,90706
20140303:0100,11.13,77.45,0,0,0,290.6,2.14,56,90795
20140303:0200,11.69,78.15,106,347.33,53,289,2,58,90875
20140303:0300,14.29,68.75,331,558.26,120,287,2.55,60,90947
20140303:0400,16.35,58.75,570,753.72,137,291.4,2.83,65,90982
20140303:0500,18.19,50,751,805.45,164,298.2,2.34,72,90964
20140303:0600,19.78,45.6,873,832.19,182,305.4,1.59,89,90947
20140303:0700,20.84,40.65,925,848.4,185,307.6,1.17,71,90813
20140303:0800,21.68,38.7,904,856.03,175,312,0.76,65,90697
20140303:0900,22.16,37.2,806,839.12,160,314.8,0.62,44,90589
20140303:1000,22.29,36.5,637,773.03,148,315.8,0.83,20,90527
20140303:1100,21.94,36.95,417,645.74,127,315.4,1.24,17,90500
20140303:1200,20.96,40.35,181,444.08,78,314.2,1.72,22,90473
20140303:1300,18.91,46.8,0,0,0,311.6,2.21,25,90509
20140303:1400,17.23,53.2,0,0,0,309.4,2.28,28,90563
20140303:1500,16.07,58,0,0,0,306.2,2.14,38,90670
20140303:1600,15.42,60.85,0,0,0,317,2.07,51,90732
20140303:1700,14.91,62.75,0,0,0,317,2.07,60,90777
20140303:1800,14.63,63.35,0,0,0,321,2.07,62,90750
20140303:1900,14.52,61.6,0,0,0,320.4,1.93,70,90732
20140303:2000,14.28,62.45,0,0,0,326.6,1.79,74,90679
20140303:2100,14.13,63.05,0,0,0,333.6,1.72,74,90616
20140303:2200,14.04,63.65,0,0,0,340,1.66,85,90625
20140303:2300,14.05,63.35,0,0,0,346.2,1.72,123,90607
20140304:0000,13.64,66.65,0,0,0,343.4,2.14,156,90688
20140304:0100,13.48,70,0,0,0,346.85,2.41,143,90741
20140304:0200,13.34,75.6,24,0,24,339.4,2,139,90786
20140304:0300,14.46,76.25,66,0,66,325.6,1.66,142,90902
20140304:0400,17.17,65.95,581,785.32,127,323,1.72,139,90938
20140304:0500,19.51,55.3,416,73.73,362,321,2.34,134,90956
20140304:0600,21.17,49.35,519,107.94,429,321.2,2.21,137,90920
20140304:0700,21.59,45.35,919,816.66,204,330.8,2.48,160,90813
20140304:0800,22.27,42.55,898,824.89,193,326,1.59,170,90714
20140304:0900,22.48,41.2,801,808.9,176,332.8,1.17,166,90634
20140304:1000,22.3,41.7,633,744.78,160,352.6,1.17,160,90545
20140304:1100,21.62,42.8,420,646.97,128,346.8,1.1,160,90580
20140304:1200,20.84,45.05,176,393.3,84,356,0.83,136,90572
20140304:1300,19.15,55.45,0,0,0,342.6,0.97,146,90616
20140304:1400,18.06,61.2,0,0,0,331.6,0.62,119,90688
20140304:1500,16.36,71.2,0,0,0,322.4,0.97,155,90813
20140304:1600,15.19,76.35,0,0,0,317.6,1.1,162,90848
20140304:1700,14.57,78.7,0,0,0,313.6,1.1,161,90857
20140304:1800,14.16,80.75,0,0,0,311.6,0.97,153,90831
20140304:1900,13.28,89.9,0,0,0,316.6,1.24,153,90822
20140304:2000,13.2,90.7,0,0,0,314.6,1.1,152,90786
20140304:2100,12.78,92.7,0,0,0,312.6,1.1,151,90750
20140304:2200,12.32,94.7,0,0,0,311.2,1.17,142,90670
20140304:2300,12.28,95.4,0,0,0,313.4,1.1,137,90714
20140305:0000,12.32,96.05,0,0,0,306.2,0.9,138,90714
20140305:0100,12.46,96.25,0,0,0,304.4,0.76,140,90795
20140305:0200,13.43,94.4,96,206.76,63,302.8,0.41,129,90848
20140305:0300,17.27,77,297,353.1,161,310.6,0.48,119,90956
20140305:0400,19.43,60.15,563,689.31,162,316,0.69,111,90964
20140305:0500,20.95,51.8,743,748.7,192,325,0.76,130,90956
20140305:0600,22.07,47.7,847,728.57,237,337.4,0.69,161,90902
20140305:0700,22.39,44.2,583,139.97,460,352.4,0.41,156,90795
20140305:0800,22.54,42.9,711,352.11,409,358.4,0.41,214,90706
20140305:0900,22.18,43,375,29.66,352,367.4,0.62,237,90616
20140305:1000,22.11,43.15,534,403.1,277,373,0.69,238,90518
20140305:1100,21.84,43.85,313,218.29,214,365.2,0.62,230,90518
20140305:1200,21.44,46.1,36,0,36,365.2,0,320,90518
20140305:1300,20.71,49.65,0,0,0,369,0.28,113,90545
20140305:1400,20.01,51.5,0,0,0,355.6,0.41,128,90607
20140305:1500,19.34,55.1,0,0,0,358.2,0.48,78,90688
20140305:1600,18.06,64.45,0,0,0,353.6,0.69,67,90697
20140305:1700,16.54,75.75,0,0,0,356.4,1.17,59,90723
20140305:1800,16,74.85,0,0,0,351.8,1.45,50,90714
20140305:1900,15.65,81,0,0,0,346.8,1.1,65,90706
20140305:2000,15.15,82.65,0,0,0,347,1.24,65,90670
20140305:2100,15,81.15,0,0,0,347.6,1.45,70,90643
20140305:2200,14.86,80,0,0,0,345.6,1.52,76,90625
20140305:2300,15.04,77.8,0,0,0,354.4,1.59,87,90643
20140306:0000,14.71,80.5,0,0,0,349,1.38,86,90679
20140306:0100,14.61,82.65,0,0,0,351.25,1.45,75,90768
20140306:0200,15.12,82.1,65,36.77,59,336.6,1.31,87,90804
20140306:0300,17.01,74.35,245,164.61,181,345,1.38,102,90902
20140306:0400,18.24,68.5,529,543.23,211,350.4,1.72,95,90911
20140306:0500,19.59,64.45,764,808.64,166,353.4,1.93,104,90920
20140306:0600,21.54,55.2,884,835.03,182,358.4,2,125,90839
20140306:0700,22.89,49.55,703,301.58,437,349.6,2.07,152,90759
20140306:0800,23.21,50.3,518,91.79,439,351.8,1.93,157,90643
20140306:0900,23.22,50.15,111,0,111,353.4,1.86,164,90554
20140306:1000,22.2,53.05,346,64.06,305,362,1.72,176,90536
20140306:1100,20.56,64,424,649.58,128,364.4,1.86,182,90589
20140306:1200,19.28,72.45,194,508.91,73,357.6,0.62,152,90554
20140306:1300,18.67,76.35,0,0,0,355.6,0.9,29,90580
20140306:1400,17.63,81.85,0,0,0,343.8,1.24,35,90661
20140306:1500,16.98,85.6,0,0,0,354.4,1.17,53,90741
20140306:1600,16.11,89.9,0,0,0,342.2,1.1,68,90795
20140306:1700,15.35,92.1,0,0,0,336.2,1.03,83,90831
20140306:1800,15.1,91.55,0,0,0,342,1.03,84,90786
20140306:1900,16.4,79.75,0,0,0,335.2,0.69,137,90759
20140306:2000,16.07,81.25,0,0,0,338,0.62,121,90697
20140306:2100,15.65,83,0,0,0,329.6,0.62,112,90679
20140306:2200,15.41,83.9,0,0,0,325.8,0.55,113,90661
20140306:2300,15.02,85.2,0,0,0,322.2,0.69,112,90679
20140307:0000,14.79,85.6,0,0,0,323.2,0.76,110,90706
20140307:0100,14.46,86.3,0,0,0,331.25,0.83,115,90786
20140307:0200,15.28,85,116,335.8,60,322.8,0.62,126,90866
20140307:0300,18.88,71.5,356,624.26,111,329.4,0.76,130,90964
20140307:0400,20.64,61.05,590,775.85,133,333.8,1.59,130,90982
20140307:0500,21.77,56.6,763,795.34,172,339.8,1.52,130,90982
20140307:0600,22.85,53.7,907,900.36,147,348,1.1,133,90911
20140307:0700,23.48,51.9,882,685.71,275,352.2,0.76,146,90822
20140307:0800,23.83,49.85,746,412.21,390,358.8,0.69,174,90697
20140307:0900,24,48.65,707,503.33,314,376.6,0.41,198,90607
20140307:1000,22.1,57.85,567,485.7,255,366.4,0.07,36,90527
20140307:1100,20.66,67.7,272,117.96,218,368.2,0.83,21,90580
20140307:1200,19.7,73.25,137,141.88,103,368,1.59,42,90589
20140307:1300,18.54,80.2,0,0,0,359.6,1.31,74,90670
20140307:1400,17.96,84,0,0,0,355.4,0.9,91,90741
20140307:1500,17.41,88.95,0,0,0,357.2,0.83,100,90804
20140307:1600,16.54,92.05,0,0,0,345.2,1.17,100,90875
20140307:1700,15.86,93.45,0,0,0,341.8,1.17,88,90875
20140307:1800,15.4,92.6,0,0,0,338.4,1.38,78,90857
20140307:1900,15.8,90.1,0,0,0,332.4,0.83,72,90839
20140307:2000,15.47,89.65,0,0,0,345,1.1,76,90822
20140307:2100,14.95,89.75,0,0,0,339.6,1.38,78,90759
20140307:2200,14.68,88.4,0,0,0,336,1.52,78,90741
20140307:2300,14.31,87.55,0,0,0,329.8,1.59,74,90804
20140308:0000,13.93,86.9,0,0,0,324.6,1.72,65,90813
20140308:0100,13.64,86.05,0,0,0,321.25,1.86,55,90884
20140308:0200,14.55,85.75,114,293.44,64,326.8,1.52,59,90938
20140308:0300,18.27,69,268,214.57,183,327.6,1.45,70,91045
20140308:0400,20.49,59.25,450,285.14,281,342.4,1.79,71,91090
20140308:0500,21.94,56.6,615,360.28,346,357.8,1.59,86,91098
20140308:0600,22.73,55.7,690,331.56,409,364,1.03,130,91036
20140308:0700,23.26,54.1,709,301.67,441,370.8,0.41,188,90956
20140308:0800,23.28,54.75,769,454.68,375,376.8,0.41,287,90831
20140308:0900,23.24,55.6,691,459.52,331,380.4,0.83,325,90741
20140308:1000,21.82,62.3,452,201.64,322,376.2,0.97,348,90661
20140308:1100,20.55,67.25,220,41.32,201,366.8,0.97,37,90634
20140308:1200,20.04,68.25,119,74.54,101,360.2,1.66,63,90652
20140308:1300,19.37,71.85,0,0,0,360.6,0.62,106,90697
20140308:1400,18.36,85.05,0,0,0,358.8,0.55,127,90759
20140308:1500,17.23,86.75,0,0,0,346.8,0.9,69,90848
20140308:1600,16.32,88,0,0,0,338,1.24,76,90911
20140308:1700,16.06,86.6,0,0,0,343.8,1.45,77,90920
20140308:1800,16,84.55,0,0,0,348.4,1.59,78,90893
20140308:1900,16.53,83.2,0,0,0,356.2,1.17,140,90884
20140308:2000,15.91,85.55,0,0,0,346.2,1.24,152,90848
20140308:2100,16.22,82.75,0,0,0,348,0.83,146,90750
20140308:2200,15.31,86.65,0,0,0,337.6,1.03,161,90759
20140308:2300,14.76,89.2,0,0,0,340.6,1.1,171,90768
20140309:0000,14.83,88.45,0,0,0,337.4,0.9,167,90777
20140309:0100,14.57,89.8,0,0,0,333.65,0.9,159,90839
20140309:0200,15.73,89.3,105,206.83,69,330.8,0.55,169,90920
20140309:0300,19.21,77.4,358,595.24,120,333.4,0.76,205,90991
20140309:0400,20.52,68.95,582,709.32,159,339,0.83,236,91009
20140309:0500,21.27,65.9,771,797.14,173,355.8,0.97,233,91009
20140309:0600,22.13,61.55,891,821.51,192,364.4,1.1,250,90920
20140309:0700,23.21,55.5,884,671.88,285,365.8,0.76,205,90813
20140309:0800,23.33,56.2,696,307.1,429,363,0.48,195,90679
20140309:0900,22.99,57.75,784,708.64,227,377.2,0.28,113,90607
20140309:1000,21.67,63.65,379,92.73,319,376,0.21,334,90536
20140309:1100,19.3,73.05,38,0,38,371.6,0.48,222,90491
20140309:1200,18.69,73,69,4.11,68,365,1.52,75,90447
20140309:1300,17.95,76,0,0,0,365.4,1.03,111,90527
20140309:1400,17.57,78,0,0,0,357.6,0.97,116,90598
20140309:1500,16.94,81.85,0,0,0,348.8,0.97,102,90661
20140309:1600,16.67,85,0,0,0,363.6,0.9,112,90688
20140309:1700,16.22,88.1,0,0,0,355.2,0.9,136,90732
20140309:1800,15.93,89.3,0,0,0,356.8,0.76,149,90723
20140309:1900,15.12,93,0,0,0,347.2,0.48,181,90777
20140309:2000,14.48,95.9,0,0,0,348,0.14,260,90679
20140309:2100,13.95,96.8,0,0,0,335.8,0.41,182,90634
20140309:2200,13.71,96.15,0,0,0,333.2,0.48,186,90714
20140309:2300,13.8,94.7,0,0,0,336.8,0.41,275,90643
20140310:0000,12.98,98.65,0,0,0,337.4,0.76,250,90741
20140310:0100,13.95,96.05,0,0,0,367.45,0.97,177,90831
20140310:0200,14.75,93.9,128,371.33,62,352,0.9,193,90920
20140310:0300,16.45,87.85,378,691.36,99,345.4,1.93,222,90973
20140310:0400,18.46,82.05,609,809.99,123,341.2,2.34,223,90991
20140310:0500,20.04,75,792,859.74,144,349.6,3.1,220,90911
20140310:0600,21.64,67.1,909,870.98,165,357.6,3.24,223,90857
20140310:0700,23.07,59.3,965,902.04,158,355.8,2.69,211,90741
20140310:0800,23.01,59.7,886,738.32,242,374.8,2.76,209,90625
20140310:0900,23.14,59.45,805,767.23,200,365.6,2.55,213,90545
20140310:1000,22.66,61.55,634,694.62,183,370.6,2,221,90411
20140310:1100,20.98,67.9,343,282.4,212,371.8,1.86,241,90482
20140310:1200,18.95,76.3,35,0,35,363.8,1.03,301,90464
20140310:1300,18.51,78.25,0,0,0,382.8,0.41,130,90545
20140310:1400,17.74,84.55,0,0,0,345.6,0.62,125,90616
20140310:1500,16.67,90.75,0,0,0,340,0.9,137,90714
20140310:1600,15.85,92.45,0,0,0,337.2,1.24,151,90732
20140310:1700,15.36,92.8,0,0,0,334.4,1.38,153,90732
20140310:1800,15.12,93.1,0,0,0,336.2,1.52,155,90697
20140310:1900,15.03,92.6,0,0,0,337.8,1.66,174,90688
20140310:2000,14.95,92.85,0,0,0,332.2,1.59,186,90652
20140310:2100,14.96,92.6,0,0,0,332.2,1.59,194,90607
20140310:2200,15,92.55,0,0,0,334.8,1.66,185,90554
20140310:2300,15.03,92.4,0,0,0,333,1.86,178,90554
20140311:0000,14.99,92.65,0,0,0,331,1.86,174,90625
20140311:0100,14.88,92.95,0,0,0,330.65,1.79,171,90697
20140311:0200,16.1,92.7,132,385.78,62,333.6,1.59,173,90768
20140311:0300,19.35,83.2,368,611.38,119,332.6,2.07,180,90848
20140311:0400,21.38,72.7,590,712.32,160,346.6,3.03,187,90857
20140311:0500,22.84,64.7,788,830.65,159,351.6,3.86,192,90875
20140311:0600,23.81,60.1,918,887.43,157,356.2,3.79,199,90804
20140311:0700,24.48,59.3,953,853.28,187,371.2,3.52,192,90741
20140311:0800,25.08,56.9,619,187.42,455,369.6,3.24,197,90625
20140311:0900,25.21,56,441,65.74,389,379,3.03,198,90536
20140311:1000,25.2,55.05,543,394.48,286,380.4,2.83,199,90393
20140311:1100,24.56,58,382,418.6,187,381.4,2.55,206,90429
20140311:1200,22.62,69.25,132,105.36,106,372.2,0.83,261,90429
20140311:1300,21.66,75.1,0,0,0,380.4,0.14,108,90509
20140311:1400,20.54,80.65,0,0,0,376,1.1,163,90563
20140311:1500,19.55,84.3,0,0,0,360,1.45,169,90643
20140311:1600,19.04,86.15,0,0,0,363,1.59,172,90706
20140311:1700,18.4,88.6,0,0,0,355.4,1.59,173,90706
20140311:1800,17.93,90.05,0,0,0,357.6,1.52,179,90688
20140311:1900,17.83,88.95,0,0,0,362.6,1.45,182,90643
20140311:2000,17.45,89.35,0,0,0,353.4,1.31,186,90589
20140311:2100,17.31,89.25,0,0,0,360.6,1.24,186,90572
20140311:2200,16.92,90.35,0,0,0,358,1.38,189,90500
20140311:2300,16.88,90.65,0,0,0,362.2,1.59,187,90518
20140312:0000,16.76,90.4,0,0,0,354.6,1.79,187,90580
20140312:0100,16.6,89.95,0,0,0,349.45,1.86,187,90625
20140312:0200,17.68,89,112,199.8,75,337.4,1.52,183,90723
20140312:0300,21.69,74.6,358,535.27,138,343.8,1.45,186,90804
20140312:0400,23.44,62.55,588,686.62,171,356,2.34,198,90866
20140312:0500,24.54,58.95,779,786.07,181,364.8,2.83,207,90848
20140312:0600,25.15,56.9,882,763.22,225,383.6,2.69,216,90804
20140312:0700,25.87,54.6,914,731.61,255,390.6,2.83,225,90714
20140312:0800,25.95,53.65,866,667.59,280,396.25,2.62,240,90616
20140312:0900,26.21,52.35,678,408.32,354,402.45,2.48,254,90536
20140312:1000,25.75,54.6,639,696.09,184,387.8,2.21,271,90447
20140312:1100,23.09,64.35,425,596.48,146,393.45,0.83,312,90464
20140312:1200,21.44,74.15,193,430.63,86,394.45,1.38,200,90527
20140312:1300,19.28,84.95,0,0,0,380.4,1.31,167,90625
20140312:1400,18.39,90.65,0,0,0,367.2,1.72,164,90732
20140312:1500,17.73,92.5,0,0,0,362.8,1.17,174,90786
20140312:1600,17.31,92.9,0,0,0,353.8,0.55,181,90822
20140312:1700,16.63,94.8,0,0,0,343,0.69,175,90813
20140312:1800,16.28,93.95,0,0,0,342.8,0.62,170,90777
20140312:1900,18.07,86.05,0,0,0,362.6,0.41,157,90706
20140312:2000,18.32,83.65,0,0,0,363,0.41,177,90652
20140312:2100,17.94,84.45,0,0,0,357.2,0.69,200,90625
20140312:2200,17.62,85.55,0,0,0,362.8,0.97,211,90607
20140312:2300,16.93,89.5,0,0,0,364.8,1.31,196,90625
20140313:0000,16.84,89.8,0,0,0,364.2,1.59,194,90643
20140313:0100,17.02,88.95,0,0,0,363.85,1.72,190,90697
20140313:0200,17.54,89.85,27,0,27,364,1.38,190,90795
20140313:0300,19.42,83.95,105,0,105,364.8,0.97,204,90866
20140313:0400,21.14,74.75,270,21.28,257,370.8,1.38,226,90938
20140313:0500,22.97,66.3,791,816.51,167,368.6,1.52,232,90875
20140313:0600,24.87,55.45,925,888.8,157,364.4,1.59,241,90822
20140313:0700,26.67,46.35,965,870.82,178,364.2,1.59,280,90679
20140313:0800,27.34,42.75,941,879.06,167,367.2,1.59,287,90563
20140313:0900,27.64,41.85,835,845.57,162,371,1.72,297,90473
20140313:1000,27.3,42.3,659,767.04,156,373.6,1.93,313,90393
20140313:1100,25.56,46.25,434,632.43,137,393.25,2.76,342,90482
20140313:1200,22.61,61.15,196,439.75,86,387.4,1.24,29,90491
20140313:1300,21.05,69.55,0,0,0,382,1.17,103,90554
20140313:1400,20.27,76.4,0,0,0,371,0.69,80,90589
20140313:1500,19.28,83.2,0,0,0,357.4,0.69,82,90741
20140313:1600,18.53,85.3,0,0,0,364.4,1.17,101,90768
20140313:1700,18.03,87.25,0,0,0,362.4,1.24,106,90795
20140313:1800,17.31,90.75,0,0,0,350.6,0.97,103,90768
20140313:1900,18.53,79.5,0,0,0,340,0.76,112,90741
20140313:2000,18.35,80.15,0,0,0,339.6,0.69,116,90661
20140313:2100,18.13,80.85,0,0,0,337.4,0.55,113,90598
20140313:2200,17.99,80.8,0,0,0,334.2,0.48,107,90572
20140313:2300,17.93,79.95,0,0,0,332.8,0.48,94,90563
20140314:0000,17.95,78.55,0,0,0,331.8,0.62,97,90634
20140314:0100,17.88,77.2,0,0,0,331.05,0.76,100,90688
20140314:0200,18.43,77.5,138,358.04,69,332.6,0.55,105,90777
20140314:0300,22.17,64.8,388,666.68,109,338.4,0.62,108,90848
20140314:0400,23.9,54.55,612,758.21,146,348.6,0.62,133,90866
20140314:0500,25.21,50.4,795,818.03,167,357.8,0.48,165,90839
20140314:0600,26.26,47.1,848,650.28,284,365,0.62,223,90768
20140314:0700,26.67,45,581,120.22,472,371.6,0.76,286,90679
20140314:0800,26.73,44.1,410,21.51,391,389.4,0.97,290,90563
20140314:0900,26.91,43.6,386,30.07,362,374.6,1.03,298,90464
20140314:1000,26.84,43.3,654,738.78,168,386.6,1.1,309,90393
20140314:1100,26.29,43.8,429,598.16,147,384.4,0.9,321,90420
20140314:1200,25.17,50.5,198,440.86,87,379,0.69,30,90366
20140314:1300,23.82,56.55,0,0,0,384.6,1.24,54,90464
20140314:1400,22.21,63.65,0,0,0,367.8,1.45,61,90545
20140314:1500,20.97,70.9,0,0,0,366.8,1.38,71,90643
20140314:1600,19.98,76.5,0,0,0,363.6,1.45,76,90706
20140314:1700,19.09,80.95,0,0,0,356,1.52,80,90741
20140314:1800,18.54,83.55,0,0,0,357,1.52,84,90714
20140314:1900,17.97,84.4,0,0,0,348.4,1.31,104,90706
20140314:2000,17.67,85.3,0,0,0,351.8,1.24,110,90670
20140314:2100,17.37,85.75,0,0,0,344.6,1.17,114,90625
20140314:2200,17.22,85.8,0,0,0,344.4,1.03,121,90616
20140314:2300,17.16,85.05,0,0,0,339.2,0.97,124,90652
20140315:0000,17.36,83.6,0,0,0,342.6,0.9,128,90661
20140315:0100,17.63,81.3,0,0,0,336.65,0.83,128,90741
20140315:0200,18.84,78.85,149,432.56,64,336.4,0.55,136,90831
20140315:0300,23.15,64.15,386,632.35,119,342.6,0.62,156,90911
20140315:0400,24.95,55.25,616,760.23,146,353.2,1.1,194,90920
20140315:0500,26.29,48.8,807,849.4,152,362.4,1.03,236,90947
20140315:0600,27.31,41.95,922,858.11,175,373.8,1.17,276,90875
20140315:0700,27.75,39.35,950,808.03,215,376.6,1.52,280,90813
20140315:0800,28.05,37.05,802,491.1,367,387,1.59,291,90714
20140315:0900,28.37,34.95,812,755.7,207,388.8,1.72,300,90607
20140315:1000,28.42,33.55,185,0,185,375.8,2,308,90509
20140315:1100,28,33.55,447,684.65,123,382,2.21,313,90527
20140315:1200,26.38,46.15,206,497.27,80,382.2,1.38,315,90527
20140315:1300,24.23,59.9,0,0,0,373,1.03,321,90598
20140315:1400,23.26,57.25,0,0,0,370.6,0.9,349,90697
20140315:1500,22.87,52.65,0,0,0,359,0.9,30,90804
20140315:1600,21.46,58.7,0,0,0,354,1.1,63,90875
20140315:1700,20.15,64.3,0,0,0,350.6,1.24,84,90884
20140315:1800,19.25,67.85,0,0,0,349.6,1.24,98,90866
20140315:1900,21.05,59.4,0,0,0,353,0.83,133,90857
20140315:2000,20.61,61.1,0,0,0,347.4,0.83,126,90795
20140315:2100,19.9,64.4,0,0,0,347.4,0.83,119,90750
20140315:2200,19.11,68,0,0,0,342,0.9,117,90723
20140315:2300,19.3,66.45,0,0,0,339.2,0.83,120,90714
20140316:0000,19.72,64,0,0,0,339.4,0.62,122,90750
20140316:0100,19.88,62.65,0,0,0,337.45,0.41,111,90831
20140316:0200,20.32,62.95,147,384.42,70,338.6,0.34,113,90893
20140316:0300,24.07,58.25,392,647.91,116,345.2,0.28,102,90982
20140316:0400,26.29,47.75,613,733.3,157,355.4,0.41,92,91009
20140316:0500,27.67,40.8,803,819.83,168,364.2,0.34,6,90991
20140316:0600,28.37,37.2,921,842.41,185,387.4,0.9,324,90920
20140316:0700,29.4,32.85,969,856.99,187,376.8,1.52,323,90831
20140316:0800,29.82,30.95,934,831.9,195,379.2,1.86,327,90714
20140316:0900,29.96,29.85,718,483.28,330,381.8,2.21,334,90625
